クライアント数,重ユーザ数,軽ユーザ数,重ユーザ割合,配置半径,シミュレーション時間,チャネル使用率,平均スループット,平均遅延,パケット損失率,タイムスタンプ
10,10,0,100,5,10,83.9047,21.7162,2308.94,57.3635,20251113_143609_t10.0s
