Method,NewUserName,MovementRadius,RequiredThroughput,MovementDistance,ConnectedAP,FinalSystemThroughput,InitialSystemThroughput,ImprovementRate
random,User1,15.00,90.00,9.30,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,2.70,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,13.20,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,0.00,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,14.10,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,12.00,AP1,83.82,127.28,-34.15
random,User1,15.00,90.00,7.80,AP0,83.82,127.28,-34.15
random,User0,15.00,90.00,3.00,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,0.60,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,0.90,AP0,82.88,127.28,-34.89
random,User1,15.00,90.00,7.50,AP1,82.88,127.28,-34.89
random,User0,15.00,90.00,3.90,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,2.40,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,8.10,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,4.20,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,0.90,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,10.50,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,3.30,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,5.10,AP1,42.62,127.28,-66.52
random,User1,15.00,90.00,3.30,AP0,42.62,127.28,-66.52
random,User0,15.00,90.00,3.90,AP0,74.26,127.28,-41.65
random,User1,15.00,90.00,3.90,AP0,74.26,127.28,-41.65
random,User0,15.00,90.00,5.10,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,12.60,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,5.40,AP1,112.59,127.28,-11.54
random,User1,15.00,90.00,3.90,AP0,112.59,127.28,-11.54
random,User0,15.00,90.00,4.50,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,10.50,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,2.10,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,2.10,AP0,82.88,127.28,-34.89
random,User1,15.00,90.00,6.30,AP1,82.88,127.28,-34.89
random,User0,15.00,90.00,5.10,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,0.60,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,3.90,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,9.60,AP0,143.78,127.28,12.96
random,User1,15.00,90.00,4.20,AP0,143.78,127.28,12.96
random,User0,15.00,90.00,1.20,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,4.80,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,2.40,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,10.80,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,3.30,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,0.00,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,13.80,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,13.80,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,0.90,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,11.40,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,5.10,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,9.00,AP0,183.40,127.28,44.09
random,User1,15.00,90.00,10.20,AP0,183.40,127.28,44.09
random,User0,15.00,90.00,0.00,AP0,82.88,127.28,-34.89
random,User1,15.00,90.00,10.50,AP1,82.88,127.28,-34.89
random,User0,15.00,90.00,0.60,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,1.20,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,14.10,AP0,173.43,127.28,36.25
random,User1,15.00,90.00,3.90,AP0,173.43,127.28,36.25
random,User0,15.00,90.00,3.60,AP0,42.95,127.28,-66.26
random,User1,15.00,90.00,11.10,AP1,42.95,127.28,-66.26
random,User0,15.00,90.00,5.70,AP0,82.88,127.28,-34.89
random,User1,15.00,90.00,6.60,AP1,82.88,127.28,-34.89
random,User0,15.00,90.00,4.20,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,1.50,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,1.80,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,12.00,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,1.50,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,4.20,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,2.40,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,4.50,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,9.90,AP1,82.88,127.28,-34.89
random,User1,15.00,90.00,4.50,AP0,82.88,127.28,-34.89
random,User0,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,3.30,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,6.90,AP0,173.43,127.28,36.25
random,User1,15.00,90.00,11.70,AP0,173.43,127.28,36.25
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,6.60,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,0.00,AP0,83.82,127.28,-34.15
random,User1,15.00,90.00,12.00,AP1,83.82,127.28,-34.15
random,User0,15.00,90.00,7.50,AP0,114.93,127.28,-9.71
random,User1,15.00,90.00,9.60,AP1,114.93,127.28,-9.71
random,User0,15.00,90.00,9.00,AP1,42.95,127.28,-66.26
random,User1,15.00,90.00,3.60,AP0,42.95,127.28,-66.26
random,User0,15.00,90.00,5.10,AP1,81.65,127.28,-35.85
random,User1,15.00,90.00,4.80,AP0,81.65,127.28,-35.85
random,User0,15.00,90.00,4.20,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,5.70,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,0.90,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,7.20,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,11.70,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,0.00,AP0,83.82,127.28,-34.15
random,User1,15.00,90.00,13.50,AP1,83.82,127.28,-34.15
random,User0,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,0.00,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,10.20,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,3.00,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,0.30,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,3.30,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,0.60,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,3.60,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,13.50,AP1,116.76,127.28,-8.27
random,User1,15.00,90.00,6.30,AP0,116.76,127.28,-8.27
random,User0,15.00,90.00,12.60,AP1,256.00,127.28,101.13
random,User1,15.00,90.00,9.60,AP1,256.00,127.28,101.13
random,User0,15.00,90.00,4.20,AP0,42.95,127.28,-66.26
random,User1,15.00,90.00,7.80,AP1,42.95,127.28,-66.26
random,User0,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,2.70,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,6.90,AP1,82.88,127.28,-34.89
random,User1,15.00,90.00,5.40,AP0,82.88,127.28,-34.89
random,User0,15.00,90.00,3.60,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,1.80,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,3.30,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,11.70,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,2.10,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,1.80,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,13.50,AP0,167.90,127.28,31.91
random,User1,15.00,90.00,0.00,AP0,167.90,127.28,31.91
random,User0,15.00,90.00,4.20,AP0,43.20,127.28,-66.06
random,User1,15.00,90.00,11.70,AP1,43.20,127.28,-66.06
random,User0,15.00,90.00,0.00,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,6.00,AP0,146.27,127.28,14.92
random,User0,15.00,90.00,3.30,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,5.40,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,0.00,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,9.00,AP0,159.90,127.28,25.63
random,User1,15.00,90.00,14.10,AP0,159.90,127.28,25.63
random,User0,15.00,90.00,5.70,AP1,112.59,127.28,-11.54
random,User1,15.00,90.00,6.00,AP0,112.59,127.28,-11.54
random,User0,15.00,90.00,0.30,AP0,103.87,127.28,-18.40
random,User1,15.00,90.00,4.20,AP0,103.87,127.28,-18.40
random,User0,15.00,90.00,1.50,AP0,83.82,127.28,-34.15
random,User1,15.00,90.00,11.40,AP1,83.82,127.28,-34.15
random,User0,15.00,90.00,0.00,AP0,127.28,127.28,0.00
random,User1,15.00,90.00,1.80,AP0,127.28,127.28,0.00
random,User0,15.00,90.00,6.60,AP0,146.27,127.28,14.92
random,User1,15.00,90.00,5.70,AP0,146.27,127.28,14.92
