Method,NewUserName,MovementRadius,RequiredThroughput,MovementDistance,ConnectedAP,FinalSystemThroughput,InitialSystemThroughput,ImprovementRate,CenterX,CenterY,VarianceX,VarianceY,TotalPositionVariance
random,User3,15.00,90.00,11.10,AP0,72.68,369.20,-80.31,48.94,51.09,1487.89,1278.34,2766.23
random,User0,15.00,90.00,0.00,AP0,369.20,369.20,0.00,49.30,52.03,1465.75,1233.35,2699.10
random,User1,15.00,90.00,5.70,AP0,369.20,369.20,0.00,49.30,52.03,1465.75,1233.35,2699.10
random,User2,15.00,90.00,1.20,AP0,369.20,369.20,0.00,49.30,52.03,1465.75,1233.35,2699.10
random,User3,15.00,90.00,13.80,AP0,369.20,369.20,0.00,49.30,52.03,1465.75,1233.35,2699.10
random,User0,15.00,90.00,8.70,AP0,421.20,369.20,14.08,49.39,51.48,1471.82,1249.88,2721.70
random,User1,15.00,90.00,2.10,AP0,421.20,369.20,14.08,49.39,51.48,1471.82,1249.88,2721.70
random,User2,15.00,90.00,13.20,AP0,421.20,369.20,14.08,49.39,51.48,1471.82,1249.88,2721.70
random,User3,15.00,90.00,0.00,AP0,421.20,369.20,14.08,49.39,51.48,1471.82,1249.88,2721.70
random,User0,15.00,90.00,13.80,AP0,350.40,369.20,-5.09,49.89,51.77,1454.56,1246.52,2701.08
random,User1,15.00,90.00,2.10,AP0,350.40,369.20,-5.09,49.89,51.77,1454.56,1246.52,2701.08
random,User2,15.00,90.00,8.40,AP0,350.40,369.20,-5.09,49.89,51.77,1454.56,1246.52,2701.08
random,User3,15.00,90.00,3.00,AP0,350.40,369.20,-5.09,49.89,51.77,1454.56,1246.52,2701.08
random,User0,15.00,90.00,5.40,AP0,350.40,369.20,-5.09,48.29,52.28,1539.73,1215.69,2755.41
random,User1,15.00,90.00,0.00,AP0,350.40,369.20,-5.09,48.29,52.28,1539.73,1215.69,2755.41
random,User2,15.00,90.00,10.20,AP0,350.40,369.20,-5.09,48.29,52.28,1539.73,1215.69,2755.41
random,User3,15.00,90.00,2.70,AP0,350.40,369.20,-5.09,48.29,52.28,1539.73,1215.69,2755.41
random,User0,15.00,90.00,2.40,AP0,341.20,369.20,-7.58,48.40,52.02,1534.70,1234.68,2769.37
random,User1,15.00,90.00,3.60,AP0,341.20,369.20,-7.58,48.40,52.02,1534.70,1234.68,2769.37
random,User2,15.00,90.00,1.50,AP0,341.20,369.20,-7.58,48.40,52.02,1534.70,1234.68,2769.37
random,User3,15.00,90.00,5.70,AP0,341.20,369.20,-7.58,48.40,52.02,1534.70,1234.68,2769.37
random,User0,15.00,90.00,10.80,AP0,397.20,369.20,7.58,49.55,52.31,1459.33,1194.05,2653.38
random,User1,15.00,90.00,0.00,AP0,397.20,369.20,7.58,49.55,52.31,1459.33,1194.05,2653.38
random,User2,15.00,90.00,0.00,AP0,397.20,369.20,7.58,49.55,52.31,1459.33,1194.05,2653.38
random,User3,15.00,90.00,12.00,AP0,397.20,369.20,7.58,49.55,52.31,1459.33,1194.05,2653.38
random,User0,15.00,90.00,0.90,AP0,397.20,369.20,7.58,49.07,51.85,1482.26,1241.89,2724.15
random,User1,15.00,90.00,0.60,AP0,397.20,369.20,7.58,49.07,51.85,1482.26,1241.89,2724.15
random,User2,15.00,90.00,4.20,AP0,397.20,369.20,7.58,49.07,51.85,1482.26,1241.89,2724.15
random,User3,15.00,90.00,7.20,AP0,397.20,369.20,7.58,49.07,51.85,1482.26,1241.89,2724.15
random,User0,15.00,90.00,3.30,AP0,397.20,369.20,7.58,49.12,52.23,1473.33,1217.04,2690.37
random,User1,15.00,90.00,11.70,AP0,397.20,369.20,7.58,49.12,52.23,1473.33,1217.04,2690.37
random,User2,15.00,90.00,7.20,AP0,397.20,369.20,7.58,49.12,52.23,1473.33,1217.04,2690.37
random,User3,15.00,90.00,3.00,AP0,397.20,369.20,7.58,49.12,52.23,1473.33,1217.04,2690.37
random,User0,15.00,90.00,6.60,AP1,127.77,369.20,-65.39,48.62,50.62,1507.80,1313.22,2821.02
random,User1,15.00,90.00,0.60,AP0,127.77,369.20,-65.39,48.62,50.62,1507.80,1313.22,2821.02
random,User2,15.00,90.00,10.20,AP1,127.77,369.20,-65.39,48.62,50.62,1507.80,1313.22,2821.02
random,User3,15.00,90.00,10.50,AP0,127.77,369.20,-65.39,48.62,50.62,1507.80,1313.22,2821.02
random,User0,15.00,90.00,0.90,AP0,397.20,369.20,7.58,49.09,51.44,1482.26,1264.68,2746.94
random,User1,15.00,90.00,4.50,AP0,397.20,369.20,7.58,49.09,51.44,1482.26,1264.68,2746.94
random,User2,15.00,90.00,9.30,AP0,397.20,369.20,7.58,49.09,51.44,1482.26,1264.68,2746.94
random,User3,15.00,90.00,0.60,AP0,397.20,369.20,7.58,49.09,51.44,1482.26,1264.68,2746.94
random,User0,15.00,90.00,12.30,AP0,425.20,369.20,15.17,48.89,52.07,1498.67,1200.67,2699.34
random,User1,15.00,90.00,0.60,AP0,425.20,369.20,15.17,48.89,52.07,1498.67,1200.67,2699.34
random,User2,15.00,90.00,6.90,AP0,425.20,369.20,15.17,48.89,52.07,1498.67,1200.67,2699.34
random,User3,15.00,90.00,0.60,AP0,425.20,369.20,15.17,48.89,52.07,1498.67,1200.67,2699.34
random,User0,15.00,90.00,8.40,AP0,122.92,369.20,-66.71,48.45,51.47,1537.35,1249.57,2786.92
random,User1,15.00,90.00,5.70,AP0,122.92,369.20,-66.71,48.45,51.47,1537.35,1249.57,2786.92
random,User2,15.00,90.00,6.00,AP1,122.92,369.20,-66.71,48.45,51.47,1537.35,1249.57,2786.92
random,User3,15.00,90.00,9.60,AP1,122.92,369.20,-66.71,48.45,51.47,1537.35,1249.57,2786.92
random,User0,15.00,90.00,10.50,AP0,341.20,369.20,-7.58,48.97,52.12,1517.42,1210.19,2727.61
random,User1,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.97,52.12,1517.42,1210.19,2727.61
random,User2,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.97,52.12,1517.42,1210.19,2727.61
random,User3,15.00,90.00,2.70,AP0,341.20,369.20,-7.58,48.97,52.12,1517.42,1210.19,2727.61
random,User0,15.00,90.00,12.30,AP1,89.35,369.20,-75.80,48.53,52.54,1512.20,1194.24,2706.44
random,User1,15.00,90.00,6.60,AP0,89.35,369.20,-75.80,48.53,52.54,1512.20,1194.24,2706.44
random,User2,15.00,90.00,0.00,AP0,89.35,369.20,-75.80,48.53,52.54,1512.20,1194.24,2706.44
random,User3,15.00,90.00,13.50,AP0,89.35,369.20,-75.80,48.53,52.54,1512.20,1194.24,2706.44
random,User0,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.44,52.18,1538.09,1229.25,2767.34
random,User1,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.44,52.18,1538.09,1229.25,2767.34
random,User2,15.00,90.00,9.90,AP0,341.20,369.20,-7.58,48.44,52.18,1538.09,1229.25,2767.34
random,User3,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.44,52.18,1538.09,1229.25,2767.34
random,User0,15.00,90.00,3.30,AP0,294.40,369.20,-20.26,49.06,52.49,1491.44,1213.96,2705.40
random,User1,15.00,90.00,10.20,AP0,294.40,369.20,-20.26,49.06,52.49,1491.44,1213.96,2705.40
random,User2,15.00,90.00,8.10,AP0,294.40,369.20,-20.26,49.06,52.49,1491.44,1213.96,2705.40
random,User3,15.00,90.00,0.00,AP0,294.40,369.20,-20.26,49.06,52.49,1491.44,1213.96,2705.40
random,User0,15.00,90.00,2.70,AP0,374.40,369.20,1.41,48.94,52.01,1488.05,1240.45,2728.49
random,User1,15.00,90.00,0.00,AP0,374.40,369.20,1.41,48.94,52.01,1488.05,1240.45,2728.49
random,User2,15.00,90.00,11.40,AP0,374.40,369.20,1.41,48.94,52.01,1488.05,1240.45,2728.49
random,User3,15.00,90.00,10.80,AP0,374.40,369.20,1.41,48.94,52.01,1488.05,1240.45,2728.49
random,User0,15.00,90.00,0.60,AP0,88.15,369.20,-76.12,48.78,51.28,1507.89,1285.00,2792.89
random,User1,15.00,90.00,7.50,AP0,88.15,369.20,-76.12,48.78,51.28,1507.89,1285.00,2792.89
random,User2,15.00,90.00,4.50,AP0,88.15,369.20,-76.12,48.78,51.28,1507.89,1285.00,2792.89
random,User3,15.00,90.00,12.90,AP1,88.15,369.20,-76.12,48.78,51.28,1507.89,1285.00,2792.89
random,User0,15.00,90.00,0.30,AP0,369.20,369.20,0.00,48.84,51.41,1501.17,1268.26,2769.43
random,User1,15.00,90.00,3.90,AP0,369.20,369.20,0.00,48.84,51.41,1501.17,1268.26,2769.43
random,User2,15.00,90.00,3.00,AP0,369.20,369.20,0.00,48.84,51.41,1501.17,1268.26,2769.43
random,User3,15.00,90.00,8.10,AP0,369.20,369.20,0.00,48.84,51.41,1501.17,1268.26,2769.43
random,User0,15.00,90.00,5.40,AP0,393.20,369.20,6.50,49.18,50.68,1486.15,1309.52,2795.67
random,User1,15.00,90.00,0.00,AP0,393.20,369.20,6.50,49.18,50.68,1486.15,1309.52,2795.67
random,User2,15.00,90.00,11.40,AP0,393.20,369.20,6.50,49.18,50.68,1486.15,1309.52,2795.67
random,User3,15.00,90.00,4.20,AP0,393.20,369.20,6.50,49.18,50.68,1486.15,1309.52,2795.67
random,User0,15.00,90.00,11.70,AP1,156.64,369.20,-57.57,48.70,50.33,1492.45,1329.92,2822.37
random,User1,15.00,90.00,0.60,AP0,156.64,369.20,-57.57,48.70,50.33,1492.45,1329.92,2822.37
random,User2,15.00,90.00,13.80,AP1,156.64,369.20,-57.57,48.70,50.33,1492.45,1329.92,2822.37
random,User3,15.00,90.00,12.30,AP0,156.64,369.20,-57.57,48.70,50.33,1492.45,1329.92,2822.37
random,User0,15.00,90.00,5.70,AP0,70.28,369.20,-80.96,49.24,51.41,1482.61,1274.58,2757.19
random,User1,15.00,90.00,0.90,AP0,70.28,369.20,-80.96,49.24,51.41,1482.61,1274.58,2757.19
random,User2,15.00,90.00,10.50,AP1,70.28,369.20,-80.96,49.24,51.41,1482.61,1274.58,2757.19
random,User3,15.00,90.00,9.90,AP0,70.28,369.20,-80.96,49.24,51.41,1482.61,1274.58,2757.19
random,User0,15.00,90.00,4.20,AP0,369.20,369.20,0.00,49.07,51.94,1471.28,1237.39,2708.67
random,User1,15.00,90.00,2.10,AP0,369.20,369.20,0.00,49.07,51.94,1471.28,1237.39,2708.67
random,User2,15.00,90.00,3.00,AP0,369.20,369.20,0.00,49.07,51.94,1471.28,1237.39,2708.67
random,User3,15.00,90.00,10.80,AP0,369.20,369.20,0.00,49.07,51.94,1471.28,1237.39,2708.67
random,User0,15.00,90.00,4.50,AP0,318.40,369.20,-13.76,49.27,52.15,1476.66,1234.78,2711.44
random,User1,15.00,90.00,4.80,AP0,318.40,369.20,-13.76,49.27,52.15,1476.66,1234.78,2711.44
random,User2,15.00,90.00,10.20,AP0,318.40,369.20,-13.76,49.27,52.15,1476.66,1234.78,2711.44
random,User3,15.00,90.00,10.50,AP0,318.40,369.20,-13.76,49.27,52.15,1476.66,1234.78,2711.44
random,User0,15.00,90.00,1.20,AP0,47.29,369.20,-87.19,48.73,52.22,1508.75,1230.80,2739.56
random,User1,15.00,90.00,13.20,AP0,47.29,369.20,-87.19,48.73,52.22,1508.75,1230.80,2739.56
random,User2,15.00,90.00,5.40,AP1,47.29,369.20,-87.19,48.73,52.22,1508.75,1230.80,2739.56
random,User3,15.00,90.00,3.60,AP0,47.29,369.20,-87.19,48.73,52.22,1508.75,1230.80,2739.56
random,User0,15.00,90.00,1.20,AP0,425.20,369.20,15.17,48.90,50.97,1498.05,1291.53,2789.58
random,User1,15.00,90.00,1.50,AP0,425.20,369.20,15.17,48.90,50.97,1498.05,1291.53,2789.58
random,User2,15.00,90.00,8.40,AP0,425.20,369.20,15.17,48.90,50.97,1498.05,1291.53,2789.58
random,User3,15.00,90.00,4.20,AP0,425.20,369.20,15.17,48.90,50.97,1498.05,1291.53,2789.58
random,User0,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.70,51.70,1513.09,1249.49,2762.58
random,User1,15.00,90.00,0.60,AP0,369.20,369.20,0.00,48.70,51.70,1513.09,1249.49,2762.58
random,User2,15.00,90.00,4.20,AP0,369.20,369.20,0.00,48.70,51.70,1513.09,1249.49,2762.58
random,User3,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.70,51.70,1513.09,1249.49,2762.58
random,User0,15.00,90.00,0.00,AP0,127.77,369.20,-65.39,49.18,50.21,1474.07,1337.24,2811.31
random,User1,15.00,90.00,10.50,AP1,127.77,369.20,-65.39,49.18,50.21,1474.07,1337.24,2811.31
random,User2,15.00,90.00,6.30,AP1,127.77,369.20,-65.39,49.18,50.21,1474.07,1337.24,2811.31
random,User3,15.00,90.00,12.90,AP0,127.77,369.20,-65.39,49.18,50.21,1474.07,1337.24,2811.31
random,User0,15.00,90.00,6.90,AP0,369.20,369.20,0.00,49.02,52.01,1495.51,1221.15,2716.66
random,User1,15.00,90.00,3.00,AP0,369.20,369.20,0.00,49.02,52.01,1495.51,1221.15,2716.66
random,User2,15.00,90.00,6.60,AP0,369.20,369.20,0.00,49.02,52.01,1495.51,1221.15,2716.66
random,User3,15.00,90.00,7.50,AP0,369.20,369.20,0.00,49.02,52.01,1495.51,1221.15,2716.66
random,User0,15.00,90.00,3.30,AP0,341.20,369.20,-7.58,48.47,52.44,1525.64,1215.94,2741.59
random,User1,15.00,90.00,0.60,AP0,341.20,369.20,-7.58,48.47,52.44,1525.64,1215.94,2741.59
random,User2,15.00,90.00,5.10,AP0,341.20,369.20,-7.58,48.47,52.44,1525.64,1215.94,2741.59
random,User3,15.00,90.00,9.90,AP0,341.20,369.20,-7.58,48.47,52.44,1525.64,1215.94,2741.59
random,User0,15.00,90.00,3.60,AP0,67.42,369.20,-81.74,48.66,51.76,1528.32,1260.01,2788.33
random,User1,15.00,90.00,10.20,AP0,67.42,369.20,-81.74,48.66,51.76,1528.32,1260.01,2788.33
random,User2,15.00,90.00,11.10,AP1,67.42,369.20,-81.74,48.66,51.76,1528.32,1260.01,2788.33
random,User3,15.00,90.00,3.90,AP0,67.42,369.20,-81.74,48.66,51.76,1528.32,1260.01,2788.33
random,User0,15.00,90.00,5.10,AP0,341.20,369.20,-7.58,48.96,51.49,1505.20,1260.55,2765.75
random,User1,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.96,51.49,1505.20,1260.55,2765.75
random,User2,15.00,90.00,3.30,AP0,341.20,369.20,-7.58,48.96,51.49,1505.20,1260.55,2765.75
random,User3,15.00,90.00,1.20,AP0,341.20,369.20,-7.58,48.96,51.49,1505.20,1260.55,2765.75
random,User0,15.00,90.00,3.00,AP0,341.20,369.20,-7.58,48.47,51.90,1527.32,1240.99,2768.31
random,User1,15.00,90.00,7.50,AP0,341.20,369.20,-7.58,48.47,51.90,1527.32,1240.99,2768.31
random,User2,15.00,90.00,0.00,AP0,341.20,369.20,-7.58,48.47,51.90,1527.32,1240.99,2768.31
random,User3,15.00,90.00,1.20,AP0,341.20,369.20,-7.58,48.47,51.90,1527.32,1240.99,2768.31
random,User0,15.00,90.00,0.00,AP0,369.20,369.20,0.00,48.44,51.15,1538.09,1279.93,2818.02
random,User1,15.00,90.00,3.90,AP0,369.20,369.20,0.00,48.44,51.15,1538.09,1279.93,2818.02
random,User2,15.00,90.00,3.60,AP0,369.20,369.20,0.00,48.44,51.15,1538.09,1279.93,2818.02
random,User3,15.00,90.00,0.90,AP0,369.20,369.20,0.00,48.44,51.15,1538.09,1279.93,2818.02
random,User0,15.00,90.00,5.40,AP1,47.71,369.20,-87.08,48.22,52.12,1544.04,1230.83,2774.87
random,User1,15.00,90.00,0.00,AP0,47.71,369.20,-87.08,48.22,52.12,1544.04,1230.83,2774.87
random,User2,15.00,90.00,8.10,AP0,47.71,369.20,-87.08,48.22,52.12,1544.04,1230.83,2774.87
random,User3,15.00,90.00,2.10,AP0,47.71,369.20,-87.08,48.22,52.12,1544.04,1230.83,2774.87
random,User0,15.00,90.00,11.70,AP0,369.20,369.20,0.00,49.47,52.06,1480.46,1218.22,2698.67
random,User1,15.00,90.00,5.70,AP0,369.20,369.20,0.00,49.47,52.06,1480.46,1218.22,2698.67
random,User2,15.00,90.00,2.70,AP0,369.20,369.20,0.00,49.47,52.06,1480.46,1218.22,2698.67
random,User3,15.00,90.00,0.00,AP0,369.20,369.20,0.00,49.47,52.06,1480.46,1218.22,2698.67
random,User0,15.00,90.00,3.30,AP0,136.61,369.20,-63.00,48.59,50.60,1531.02,1313.38,2844.40
random,User1,15.00,90.00,8.40,AP1,136.61,369.20,-63.00,48.59,50.60,1531.02,1313.38,2844.40
random,User2,15.00,90.00,2.70,AP0,136.61,369.20,-63.00,48.59,50.60,1531.02,1313.38,2844.40
random,User3,15.00,90.00,12.00,AP1,136.61,369.20,-63.00,48.59,50.60,1531.02,1313.38,2844.40
random,User0,15.00,90.00,0.00,AP0,136.61,369.20,-63.00,48.71,50.28,1513.20,1334.73,2847.93
random,User1,15.00,90.00,6.60,AP1,136.61,369.20,-63.00,48.71,50.28,1513.20,1334.73,2847.93
random,User2,15.00,90.00,12.60,AP1,136.61,369.20,-63.00,48.71,50.28,1513.20,1334.73,2847.93
random,User3,15.00,90.00,2.10,AP0,136.61,369.20,-63.00,48.71,50.28,1513.20,1334.73,2847.93
random,User0,15.00,90.00,6.00,AP0,397.20,369.20,7.58,48.18,51.67,1550.97,1239.29,2790.25
random,User1,15.00,90.00,2.40,AP0,397.20,369.20,7.58,48.18,51.67,1550.97,1239.29,2790.25
random,User2,15.00,90.00,2.40,AP0,397.20,369.20,7.58,48.18,51.67,1550.97,1239.29,2790.25
random,User3,15.00,90.00,2.70,AP0,397.20,369.20,7.58,48.18,51.67,1550.97,1239.29,2790.25
random,User0,15.00,90.00,9.60,AP0,397.20,369.20,7.58,50.35,51.78,1400.12,1245.28,2645.40
random,User1,15.00,90.00,7.20,AP0,397.20,369.20,7.58,50.35,51.78,1400.12,1245.28,2645.40
random,User2,15.00,90.00,14.10,AP0,397.20,369.20,7.58,50.35,51.78,1400.12,1245.28,2645.40
random,User3,15.00,90.00,0.00,AP0,397.20,369.20,7.58,50.35,51.78,1400.12,1245.28,2645.40
