Method,NewUserName,MovementRadius,RequiredThroughput,MovementDistance,ConnectedAP,FinalSystemThroughput,InitialSystemThroughput,ImprovementRate,PositionVarianceX,PositionVarianceY,TotalPositionVariance
random,User7,15.00,N/A,8.87,AP1,1851.36,1831.58,1.08,179.01,142.47,321.48
random,User8,15.00,N/A,11.01,AP1,1851.36,1831.58,1.08,179.01,142.47,321.48
random,User9,15.00,N/A,0.07,AP3,1851.36,1831.58,1.08,179.01,142.47,321.48
random,User0,15.00,N/A,4.50,AP3,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User1,15.00,N/A,14.01,AP3,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User2,15.00,N/A,2.31,AP0,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User3,15.00,N/A,14.52,AP2,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User4,15.00,N/A,1.40,AP2,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User5,15.00,N/A,2.83,AP3,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User6,15.00,N/A,8.13,AP1,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User7,15.00,N/A,9.08,AP0,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User8,15.00,N/A,10.52,AP1,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User9,15.00,N/A,8.75,AP1,1855.30,1831.97,1.27,176.71,145.66,322.37
random,User0,15.00,N/A,10.20,AP0,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User1,15.00,N/A,5.97,AP3,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User2,15.00,N/A,3.17,AP0,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User3,15.00,N/A,11.22,AP1,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User4,15.00,N/A,3.16,AP2,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User5,15.00,N/A,4.28,AP3,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User6,15.00,N/A,6.50,AP2,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User7,15.00,N/A,0.51,AP3,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User8,15.00,N/A,0.54,AP2,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User9,15.00,N/A,6.01,AP1,1853.34,1859.54,-0.33,179.83,162.84,342.67
random,User0,15.00,N/A,10.66,AP0,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User1,15.00,N/A,9.15,AP2,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User2,15.00,N/A,2.08,AP2,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User3,15.00,N/A,12.87,AP0,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User4,15.00,N/A,1.84,AP0,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User5,15.00,N/A,6.90,AP1,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User6,15.00,N/A,12.12,AP0,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User7,15.00,N/A,5.77,AP0,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User8,15.00,N/A,6.62,AP2,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User9,15.00,N/A,6.94,AP3,1847.73,1834.03,0.75,169.94,135.28,305.22
random,User0,15.00,N/A,10.02,AP1,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User1,15.00,N/A,5.92,AP2,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User2,15.00,N/A,9.31,AP1,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User3,15.00,N/A,11.34,AP3,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User4,15.00,N/A,0.06,AP2,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User5,15.00,N/A,6.65,AP1,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User6,15.00,N/A,1.50,AP2,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User7,15.00,N/A,5.37,AP2,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User8,15.00,N/A,9.77,AP0,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User9,15.00,N/A,10.50,AP0,1845.91,1844.73,0.06,188.20,133.87,322.07
random,User0,15.00,N/A,9.53,AP1,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User1,15.00,N/A,0.94,AP1,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User2,15.00,N/A,7.50,AP0,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User3,15.00,N/A,5.12,AP3,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User4,15.00,N/A,9.20,AP2,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User5,15.00,N/A,5.90,AP0,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User6,15.00,N/A,14.46,AP3,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User7,15.00,N/A,12.41,AP0,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User8,15.00,N/A,14.63,AP0,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User9,15.00,N/A,2.83,AP1,1831.49,1795.32,2.01,171.24,133.12,304.35
random,User0,15.00,N/A,2.53,AP1,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User1,15.00,N/A,10.45,AP1,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User2,15.00,N/A,8.48,AP3,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User3,15.00,N/A,0.44,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User4,15.00,N/A,8.82,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User5,15.00,N/A,1.64,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User6,15.00,N/A,1.54,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User7,15.00,N/A,9.46,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User8,15.00,N/A,5.18,AP2,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User9,15.00,N/A,0.31,AP0,1816.56,1796.47,1.12,168.69,143.35,312.04
random,User0,15.00,N/A,5.23,AP1,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User1,15.00,N/A,4.69,AP2,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User2,15.00,N/A,4.32,AP2,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User3,15.00,N/A,6.27,AP1,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User4,15.00,N/A,2.37,AP1,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User5,15.00,N/A,5.82,AP0,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User6,15.00,N/A,2.32,AP0,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User7,15.00,N/A,10.71,AP2,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User8,15.00,N/A,10.25,AP3,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User9,15.00,N/A,0.61,AP2,1854.24,1850.15,0.22,168.98,146.12,315.10
random,User0,15.00,N/A,6.57,AP3,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User1,15.00,N/A,8.45,AP3,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User2,15.00,N/A,13.80,AP0,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User3,15.00,N/A,9.02,AP2,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User4,15.00,N/A,7.05,AP2,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User5,15.00,N/A,12.40,AP0,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User6,15.00,N/A,8.24,AP1,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User7,15.00,N/A,4.37,AP0,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User8,15.00,N/A,13.92,AP1,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User9,15.00,N/A,1.63,AP1,1850.78,1836.14,0.80,173.31,153.27,326.57
random,User0,15.00,N/A,1.72,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User1,15.00,N/A,6.03,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User2,15.00,N/A,1.24,AP3,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User3,15.00,N/A,7.15,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User4,15.00,N/A,7.27,AP2,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User5,15.00,N/A,2.83,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User6,15.00,N/A,7.80,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User7,15.00,N/A,4.70,AP3,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User8,15.00,N/A,7.31,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User9,15.00,N/A,3.86,AP0,1826.40,1814.58,0.65,169.01,140.64,309.65
random,User0,15.00,N/A,5.53,AP2,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User1,15.00,N/A,9.95,AP3,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User2,15.00,N/A,9.36,AP3,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User3,15.00,N/A,13.25,AP3,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User4,15.00,N/A,8.56,AP2,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User5,15.00,N/A,5.99,AP1,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User6,15.00,N/A,4.82,AP0,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User7,15.00,N/A,0.86,AP0,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User8,15.00,N/A,4.42,AP0,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User9,15.00,N/A,0.57,AP0,1853.01,1817.35,1.96,194.76,146.09,340.85
random,User0,15.00,N/A,5.74,AP0,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User1,15.00,N/A,10.37,AP2,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User2,15.00,N/A,14.07,AP0,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User3,15.00,N/A,14.05,AP2,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User4,15.00,N/A,11.06,AP0,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User5,15.00,N/A,2.18,AP1,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User6,15.00,N/A,7.70,AP0,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User7,15.00,N/A,2.76,AP2,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User8,15.00,N/A,3.81,AP1,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User9,15.00,N/A,0.32,AP0,1814.94,1802.18,0.71,182.62,149.54,332.16
random,User0,15.00,N/A,5.23,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User1,15.00,N/A,12.81,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User2,15.00,N/A,0.40,AP1,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User3,15.00,N/A,11.27,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User4,15.00,N/A,5.24,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User5,15.00,N/A,5.52,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User6,15.00,N/A,10.73,AP0,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User7,15.00,N/A,1.27,AP0,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User8,15.00,N/A,6.94,AP2,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User9,15.00,N/A,2.39,AP3,1864.43,1868.65,-0.23,170.68,149.04,319.72
random,User0,15.00,N/A,1.58,AP0,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User1,15.00,N/A,9.61,AP0,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User2,15.00,N/A,4.20,AP2,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User3,15.00,N/A,9.88,AP1,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User4,15.00,N/A,14.28,AP3,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User5,15.00,N/A,6.81,AP0,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User6,15.00,N/A,13.54,AP3,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User7,15.00,N/A,9.73,AP3,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User8,15.00,N/A,4.69,AP0,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User9,15.00,N/A,13.61,AP0,1850.17,1836.08,0.77,163.12,154.84,317.96
random,User0,15.00,N/A,1.42,AP2,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User1,15.00,N/A,4.77,AP0,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User2,15.00,N/A,2.25,AP1,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User3,15.00,N/A,8.45,AP0,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User4,15.00,N/A,6.85,AP1,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User5,15.00,N/A,7.18,AP3,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User6,15.00,N/A,6.87,AP0,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User7,15.00,N/A,5.03,AP0,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User8,15.00,N/A,1.50,AP3,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User9,15.00,N/A,0.84,AP1,1813.10,1820.84,-0.43,175.99,140.69,316.68
random,User0,15.00,N/A,0.36,AP0,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User1,15.00,N/A,10.36,AP2,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User2,15.00,N/A,1.09,AP2,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User3,15.00,N/A,13.65,AP0,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User4,15.00,N/A,8.07,AP1,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User5,15.00,N/A,12.81,AP3,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User6,15.00,N/A,7.77,AP3,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User7,15.00,N/A,3.92,AP0,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User8,15.00,N/A,13.84,AP0,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User9,15.00,N/A,2.80,AP1,1850.03,1834.83,0.83,167.44,138.24,305.69
random,User0,15.00,N/A,8.67,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User1,15.00,N/A,4.93,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User2,15.00,N/A,9.83,AP0,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User3,15.00,N/A,5.06,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User4,15.00,N/A,2.87,AP1,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User5,15.00,N/A,1.77,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User6,15.00,N/A,6.95,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User7,15.00,N/A,10.76,AP3,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User8,15.00,N/A,10.41,AP2,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User9,15.00,N/A,7.71,AP2,1892.43,1885.68,0.36,171.69,155.49,327.17
random,User0,15.00,N/A,5.91,AP0,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User1,15.00,N/A,4.96,AP0,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User2,15.00,N/A,8.77,AP0,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User3,15.00,N/A,3.09,AP3,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User4,15.00,N/A,1.28,AP3,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User5,15.00,N/A,0.79,AP1,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User6,15.00,N/A,1.47,AP1,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User7,15.00,N/A,7.70,AP2,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User8,15.00,N/A,8.11,AP1,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User9,15.00,N/A,2.97,AP0,1827.75,1823.47,0.23,178.71,141.36,320.07
random,User0,15.00,N/A,5.30,AP0,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User1,15.00,N/A,1.24,AP0,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User2,15.00,N/A,3.37,AP0,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User3,15.00,N/A,8.25,AP1,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User4,15.00,N/A,8.87,AP3,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User5,15.00,N/A,5.42,AP1,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User6,15.00,N/A,10.18,AP3,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User7,15.00,N/A,0.08,AP2,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User8,15.00,N/A,5.76,AP1,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User9,15.00,N/A,14.96,AP0,1828.67,1835.82,-0.39,180.83,153.14,333.97
random,User0,15.00,N/A,2.40,AP2,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User1,15.00,N/A,9.31,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User2,15.00,N/A,8.67,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User3,15.00,N/A,12.76,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User4,15.00,N/A,10.80,AP3,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User5,15.00,N/A,5.75,AP3,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User6,15.00,N/A,14.78,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User7,15.00,N/A,11.04,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User8,15.00,N/A,5.63,AP2,1858.87,1846.06,0.69,177.60,136.43,314.03
random,User9,15.00,N/A,0.01,AP1,1858.87,1846.06,0.69,177.60,136.43,314.03
